,English,SimplifiedChinese,TraditionalChinese,Russian,Indonesian,Vietnamese
"Since you don't need to manually start electroseelie, 
they start moving automatically with this option within 100m radius.","Since you don't need to manually start electroseelie, 
they start moving automatically with this option within 100m radius.","您不需要手动启动雷灵，
使用此选项，它们会在 100 米半径开始内自动移动。","您不需要手動啟動雷靈，
使用此選項，它們會在 100 米半徑開始內自動移動。","Не надо подходить к электрофеям, 
они начнут двигаться сами в радиусе ~100 метров.","Karena tidak perlu memulai electroseelie secara manual, 
mereka otomatis bergerak dalam radius 100m.","Bạn không cần phải bắt đầu đứng từ chổ Tinh linh lôi, nó sẽ bắt đầu di chuyển với lựa chọn này khi bạn đứng cách nó bán kính 100m."
Size of cornered box,Size of cornered box,角框尺寸,角框尺寸,Размер куба,Ukuran kotak pojok,Kích thước của góc hộp
Skin Modifier,Skin Modifier,皮肤修改器,皮膚修改器,Заменитель скинов,Pengubah Skin,Mod Skin
Skins,Skins,皮肤列表,皮膚列表,Скины,Skin,Skins
Skip CG,Skip CG,跳过 CG,跳過 CG,Skip CG,Lewati CG,Skip CG
Skip Enhance Animation,Skip Enhance Animation,跳过强化动画,跳過強化動畫,Пропускать анимацию улучшения и возвышения,Lewati Animasi Penguatan,Skip hoạt ảnh nâng cấp
Skip weapon and artifact enhancement animation.,Skip weapon and artifact enhancement animation.,跳过武器和圣遗物强化动画,跳過武器和聖遺物強化動畫,"Пропускает анимацию улучшения артефактов и оружия, а также возвышений.",Lewati animasi penguatan senjata dan artefak.,Skip hoạt ảnh nâng cấp vũ khí và thánh di vật.
Skyrider Greatsword,Skyrider Greatsword,飞天大御剑,飛天大禦劍,Большой меч небесного всадника,Skyrider Greatsword,Đại kiếm phi thiên
Skyrider Sword,Skyrider Sword,飞天御剑,飛天禦劍,Меч небесного всадника,Skyrider Sword,Kiếm phi thiên
Skyward Atlas,Skyward Atlas,天空之卷,天空之卷,Небесный атлас,Skyward Atlas,Quyển thiên không
Skyward Blade,Skyward Blade,天空之刃,天空之刃,Небесный меч,Skyward Blade,Kiếm thiên không
Skyward Harp,Skyward Harp,天空之翼,天空之翼,Небесное крыло,Skyward Harp,Cánh thiên không
Skyward Pride,Skyward Pride,天空之傲,天空之傲,Небесное величие,Skyward Pride,Thiên không kiêu ngạo
Skyward Spine,Skyward Spine,天空之脊,天空之脊,Небесная ось,Skyward Spine,Xương sống thiên không
Slime,Slime,史莱姆,史萊姆,Слайм,Slime,Slime
Slingshot,Slingshot,弹弓,彈弓,Рогатка,Slingshot,Ná
Small Lamp Grass,Small Lamp Grass,小灯草,小燈草,Трава-светяшка,Small Lamp Grass,Đèn cỏ nhỏ
Small Rock Pile,Small Rock Pile,小石碓,小石碓,Маленькая куча камней,Small Rock Pile,Trụ đá nhỏ
Smart,Smart,智能,智能,Умный,Pintar,Thông minh
Smart Element,Smart Element,智慧元素,智慧元素,Умный элемент,Elemen Pintar,Nguyên tố thông minh
Smashed Stone,Smashed Stone,碎石堆,碎石堆,Камень с морой Энканомии,Smashed Stone,Rương mora Enka
Snapdragon,Snapdragon,金鱼草,金魚草,Львиный зев,Snapdragon,Cỏ kim ngư
Snow Finch,Snow Finch,雪团雀,雪團雀,Снежный зяблик,Snow Finch,Chim sẻ trắng
Snow Fox,Snow Fox,雪狐,雪狐,Снежная лиса,Snow Fox,Cáo tuyết
Snow Weasel,Snow Weasel,雪隐鼬,雪隱鼬,Снежный хорёк,Snow Weasel,Chồn tuyết
Snow-Tombed Starsilver,Snow-Tombed Starsilver,雪葬的星银,雪葬的星銀,Заснеженное звёздное серебро,Snow-Tombed Starsilver,Tuyết vùi tinh ngân
SnowLight,SnowLight,雪光,雪光,Крылья укрытых снегов,Bersalju,Ánh sáng tuyết
Snowboar,Snowboar,雪猪,雪豬,Снежный кабан,Snowboar,Heo tuyết
Snowstrider,Snowstrider,雪中君,雪中君,Снежный странник,Snowstrider,Cá thân gai tuyết
Solar Pearl,Solar Pearl,匣里日月,匣里日月,Солнечная жемчужина,Solar Pearl,Nhật nguyệt hạp
Song of Broken Pines,Song of Broken Pines,松籁响起之时,松籟響起之時,Песнь разбитых сосен,Song of Broken Pines,Tiếng gió trong rừng thông
Spawn Alchemy Table,Spawn Alchemy Table,生成合成台,生成合成台,Призвать алхимический стол,Spawn Meja Alchemy,Spawn Đài ghép
Spawn Gadget,Spawn Gadget,生成 Gadget,生成 Gadget,Призвать гаджет,Spawn Gadget,Spawn tiện ích
Spawn Monster,Spawn Monster,生成怪物,生成怪物,Призвать монстра,Spawn Monster,Spawn Quái
Spawner,Spawner,实体生成器,實體生成器,Призывать,Spawner,Spawner
Special Chests,Special Chests,特殊宝箱,特殊寶箱,Специальный сундук,Special Chests,Rương đặc biệt
Special Items,Special Items,特殊物品,特殊物品,Специальные предметы,Special Items,Item Đặc biệt
Special Objects,Special Objects,特殊对象,特殊對象,Специальный объект,Special Objects,Đồ vật đặc biệt
Specter,Specter,飘浮灵,飄浮靈,Призрак,Specter,Bóng ma
Speed,Speed,速度,速度,Скорость,Kecepatan,Tốc độ
Speed Multiplier,Speed Multiplier,速度倍率,速度倍率,Множитель скорости,Pengganda Kecepatan,Tốc độ được nhân lên
"Speed of character
 Not recommended going above 5","Speed of character
 Not recommended going above 5","角色自动奔跑速度。
不建议超过5。","角色自動奔跑速度。
不建議超過5。","Скорость персонажа.
 Не рекомендуется ставить значение выше 5.","Kecepatan karakter
 Tidak direkomendasikan diset diatas 5","Tốc độ nhân vật
 Không khuyến khích lớn hơn 5"
Speeds up Time,Speeds up Time,对话时加速时间,對話時加速時間,Ускоряет игру буквально. Speedhack.,Percepat Waktu,Tăng tốc thời gian của game
"Speeds up game with hotkey.
Do NOT use this in the Open World, only use in menus/etc, VERY DANGEROUS!","Speeds up game with hotkey.
Do NOT use this in the Open World, only use in menus/etc, VERY DANGEROUS!","按键加速游戏。
不要在开放世界中使用，只能在菜单等地方使用，风险极高!","按键加速遊戲。
不要在開放世界中使用，只能在菜單等地方使用，風險極高!","Speeds up game with hotkey.
Do NOT use this in the Open World, only use in menus/etc, VERY DANGEROUS!","Percepat game dengan hotkey.
Jangan gunakan di Open World, hanya di menu/dll, SANGAT BERBAHAYA!","Tăng tốc game với hotkey. TUYỆT ĐỐI không được dùng ở thế giới bình thường, chỉ được sử dụng ở Menu/ vân vân, Cực kì NGUY HIỂM!"
Spincrocodile,Spincrocodile,棘冠鳄,棘冠鱷,Спинокрок,Spincrocodile,Cá sấu gai
Spoof Anticheat result,Spoof Anticheat result,欺骗反作弊结果,欺騙反作弊結果,Подделать результат анти-читу,Tipu Hasil Anticheat,Spoof kết quả Anticheat
Spoofs/Blocks anticheat reports made by WindSeedClientNotify.,Spoofs/Blocks anticheat reports made by WindSeedClientNotify.,欺骗/屏蔽WindSeedClientNotify的反作弊报告。,欺騙/屏蔽WindSeedClientNotify的反作弊報告。,Подделывает или блокирует запросы анти-чита от WindSeedClientNotify.,Tipu/Blokir laporan anticheat yang dibuat oleh WindSeedClientNotify.,Spoofs/Chặn báo cáo của anticheat bởi WindSeedClientNotify.
Sprint,Sprint,冲刺,沖刺,Рывок,Berlari,Chạy
Squirrel,Squirrel,松鼠,松鼠,Белка,Squirrel,Sóc
Staff of Homa,Staff of Homa,护摩之杖,護摩之杖,Посох Хомы,Staff of Homa,Trượng Hộ Ma
Staff of the Scarlet Sands,Staff of the Scarlet Sands,赤沙之杖,赤沙之杖,Посох алых песков,Staff of the Scarlet Sands,Quyền trượng cát đỏ
Starconch,Starconch,星螺,星螺,Звёздная ракушка,Starconch,Ốc sao
Starshroom,Starshroom,星蕈,星蕈,Гриб-звезда,Starshroom,Nấm sao
Starsilver,Starsilver,星银矿石,星銀礦石,Звёздная руда,Starsilver,Quặng tinh ngân
Starsilver Drop,Starsilver Drop,星银矿石掉落,星銀礦石掉落,Звёздная руда,Starsilver Drop,Quặng tinh ngân rơi ra
State Filter,State Filter,状态过滤器,狀態過濾器,Фильтр состояний,State Filter,Filter trạng thái
Statue of The Seven,Statue of The Seven,七天神像,七天神像,Статуя семи Архонтов,Patung The Seven,Thất thiên thần tượng
Status Window,Status Window,状态窗口,狀態視窗,"Окно ""Status""",Jendela Status,Status Window
Stone Pillar Seal,Stone Pillar Seal,石柱封印,石柱封印,Каменная колонна,Stone Pillar Seal,Trụ đá phong ấn
StonehideLawachurl,StonehideLawachurl,丘丘岩盔王,丘丘岩盔王,Лавачурл с каменным панцирем,StonehideLawachurl,Vua mũ đá Hilichurl
Storm,Storm,暴风,暴风,Шторм,Badai,Sấm sét
Storm Barrier,Storm Barrier,风屏障,風屏障,Штормовой барьер,Storm Barrier,Rào chắn sấm sét
Stormstone,Stormstone,「雷石」,「雷石」,Штормовой камень,Stormstone,Đá sấm
Stormterror,Stormterror,风魔龙 特瓦林,風魔龍 特瓦林,Ужас Бури,Stormterror,Phong Ma Long Bão Tố
Strange Tooth,Strange Tooth,奇异的「牙齿」,奇異的「牙齒」,Необычный клык,Strange Tooth,Chiếc răng kỳ lạ
Stretchy Fungus,Stretchy Fungus,伸缩蕈兽,伸縮蕈獸,Растягивающийся плесенник,Stretchy Fungus,Nấm Quỷ Đàn Hồi
Stroke,Stroke,宽度,寬度,Stroke,Stroke,Stroke
Sucrose,Sucrose,砂糖,砂糖,Сахароза,Sucrose,Sucrose
Sumeru Puzzles,Sumeru Puzzles,须弥解密,須彌解密,Головоломки Сумеру,Sumeru Puzzles,Các cơ quan giải đố Sumeru
Sumeru Rose,Sumeru Rose,须弥蔷薇,須彌薔薇,Сумерская роза,Sumeru Rose,Tường vi Sumeru
Sumeru Shrine of Depths,Sumeru Shrine of Depths,须弥地灵龛,須彌地靈龕,Усыпальницы глубин Сумеру,Sumeru Shrine of Depths,Đền địa linh Sumeru
Summit Shaper,Summit Shaper,斫峰之刃,斫峰之刃,Кромсатель пиков,Summit Shaper,Kiếm chước phong
Summon,Summon,召集,召集,Призвать,Summon,Triệu Hồi
Summon All,Summon All,召集所有,召集所有,Призвать всех,Summon Semua,Triệu hồi tất cả
Summon NPC,Summon NPC,召唤 NPC,召喚NPC,Summon NPC,Panggil NPC,Triệu hồi NPC
Sun Crab,Sun Crab,太阳蟹,太陽蟹,Солнечный краб,Sun Crab,Cua Thái Dương
Sunny Loach,Sunny Loach,晴天鳅鳅,晴天鰍鰍,Небесный аксолотль,Sunny Loach,Cá chạch ngày nắng
Sunset Cloud Angler,Sunset Cloud Angler,暮云角鲀,暮雲角魨,Вечерний иглобрюх,Sunset Cloud Angler,Cá nóc mây mù
Sunset Loach,Sunset Loach,落日鳅鳅,落日鰍鰍,Закатный аксолотль,Sunset Loach,Cá chạch hoàng hôn
Sunsettia,Sunsettia,日落果,日落果,Закатник,Sunsettia,Quả nhật lạc
Suspicious,Suspicious,奇怪的,奇怪的,Подозрительный,Suspicious,Khả nghi
Sweet Flower,Sweet Flower,甜甜花,甜甜花,Цветок сахарок,Sweet Flower,Hoa ngọt
Sweet-Flower Medaka,Sweet-Flower Medaka,甜甜花鳉,甜甜花鱂,Сахарная оризия,Sweet-Flower Medaka,Cá khổng tước ngọt
Sword,Sword,剑,劍,Меч,Sword,Kiếm đơn
Sword Hilt,Sword Hilt,剑柄,劍柄,Рукоять меча,Sword Hilt,Cán kiếm
Swords,Swords,剑,劍,Мечи,Swords,Những thanh kiếm
Sync to server,Sync to server,同步到服务器,同步到伺服器,Синхронизировать с сервером,Sinkron ke server,Đồng bộ với máy chủ
TP,TP,传送,传送,TP,TP,TP
Target Entities,Target Entities,实体目标,實體目標,Target Entities,Target Entitas,Thực thể mục tiêu
Target In ESP,Target In ESP,透视中的目标,透視中的目標,Target In ESP,Target di ESP,Mục tiêu trong ESP
Target Indicator,Target Indicator,目标指示器,目標指示器,Target Indicator,Indikator Target,Chỉ số mục tiêu
Tartaglia,Tartaglia,达达利亚,達達利亞,Тарталья,Tartaglia,Tartaglia
Tea-Colored Shirakodai,Tea-Colored Shirakodai,流纹茶碟鱼,流紋茶碟魚,Чайная рыба-бабочка,Tea-Colored Shirakodai,Cá bướm vân trà
Teleport,Teleport,传送,傳送,Телепорт,Teleportasi,Dịch Chuyển
Teleport Delay(ms),Teleport Delay(ms),传送延迟(毫秒),傳送延遲(毫秒),Teleport Delay(ms),Delay Teleportasi(ms),Dịch chuyển Delay(ms)
Teleport Key,Teleport Key,传送键,傳送鍵,Горячая клавиша телепорта,Tombol Teleportasi,Phím dịch chuyển
Teleport Next,Teleport Next,传送下一个,傳送下一個,Телепортироваться к следующему,Teleportasi ke Poin Selanjutnya,Dịch chuyển kế tiếp
Teleport Previous,Teleport Previous,传送上一个,傳送上一個,Телепортироваться к предыдущему,Teleportasi ke Poin Sebelumnya,Dịch chuyển trước
Teleport Waypoint,Teleport Waypoint,传送锚点,傳送錨點,Точка телепорта,Teleportasi ke Waypoint,Điểm dịch chuyển
"Teleport delay for the AFK Attack.
We recommend it to be longer than 5 sec.","Teleport delay for the AFK Attack.
We recommend it to be longer than 5 sec.","AFK 攻击的传送延迟。
我们推荐设置5秒以上。","AFK 攻擊的傳送延遲。
我們推薦設置5秒以上。","Teleport delay for the AFK Attack.
We recommend it to be longer than 5 sec.","Delay teleportasi untuk Serangan AFK.
Direkomendasikan menggunakan delay diatas 5 detik.",Delay Dịch chuyển cho AFK Attack. Chúng tôi khuyến nghị không nên để quá 5s.
