,English,SimplifiedChinese,TraditionalChinese,Russian,Indonesian,Vietnamese
Sand Pile,Sand Pile,松散的沙堆,松散的沙堆,Куча песка,Sand Pile,Vũng cát
Sandbearer Wood,Sandbearer Wood,却砂木,卻砂木,Песчаное дерево,Sandbearer Wood,Gỗ khước sa
Sandstorm Angler,Sandstorm Angler,吹沙角鲀,吹沙角魨,Песчаный иглобрюх,Sandstorm Angler,Cá nóc bão cát
High Risk!,High Risk!,高风险!,高風險!,High Risk!,Sangat Beresiko!,Rủi ro cao!
Sango Pearl,Sango Pearl,珊瑚珍珠,珊瑚珍珠,Жемчужина Санго,Sango Pearl,Ngọc san hô
Sangonomiya Cohort,Sangonomiya Cohort,珊瑚宫成员,珊瑚宮成員,Отряд Сангономии,Sangonomiya Cohort,Sangonomiya Cohort
Sangonomiya Kokomi,Sangonomiya Kokomi,珊瑚宫心海,珊瑚宮心海,Кокоми,Sangonomiya Kokomi,Sangonomiya Kokomi
Sapphire,Sapphire,蓝宝石,藍寶石,Сапфир,Sapphire,Bạch miêu
Sapwood Blade,Sapwood Blade,原木刀,原木刀,Деревянный клинок,Sapwood Blade,Kiếm gỗ
Sayu,Sayu,早柚,早柚,Саю,Sayu,Sayu
Scarab,Scarab,圣金虫,聖金蟲,Скарабей,Scarab,Bọ thánh kim
Scarlet Quartz,Scarlet Quartz,深赤之石,深赤之石,Алый кварц,Scarlet Quartz,Quặng mã não
Scarlet Quartz Drop,Scarlet Quartz Drop,深赤之石掉落,深赤之石掉落,Алый кварц,Scarlet Quartz Drop,Quặng mã não rơi
Map scene id,Map scene id,地图场景id,地圖場景id,ID сцены карты,Scene id map,ID cảnh map
Player scene id,Player scene id,玩家场景id,玩家場景id,Сцена игрока ID,Scene id pemain,ID Cảnh Người chơi
Scorpion,Scorpion,毒蝎,毒蠍,Скорпион,Scorpion,Bò cạp
Sea Ganoderma,Sea Ganoderma,海灵芝,海靈芝,Морской гриб,Sea Ganoderma,Hải linh chi
Seagrass,Seagrass,海草,海草,Морская трава,Seagrass,Rong biển
Seal Location,Seal Location,键纹解锁点,鍵紋解鎖點,Печать,Seal Location,Vị trí ấn khoá
Seal Location I,Seal Location I,键纹锁 I,鍵紋鎖 I,Печать I,Seal Location I,Vị trí ấn khoá I
Seal Location II,Seal Location II,键纹锁 II,鍵紋鎖 II,Печать II,Seal Location II,Vị trí ấn khoá II
Seal Location III,Seal Location III,键纹锁 III,鍵紋鎖 III,Печать III,Seal Location III,Vị trí ấn khoá III
Seal Location IV,Seal Location IV,键纹锁 IV,鍵紋鎖 IV,Печать IV,Seal Location IV,Vị trí ấn khoá IV
Seal Location V,Seal Location V,键纹锁 V,鍵紋鎖 V,Печать V,Seal Location V,Vị trí ấn khoá V
Seal Locations,Seal Locations,键纹锁,鍵紋鎖,Расположение пачатей Энканомии,Seal Locations,Các vị trí ấn khoá
Sealed Chest,Sealed Chest,封印的宝箱,封印的寶箱,Заблокированный сундук,Sealed Chest,Rương khoá
Seasoned Hunter's Bow,Seasoned Hunter's Bow,历练的猎弓,歷練的獵弓,Лук опытного охотника,Seasoned Hunter's Bow,Cung săn bắn tôi luyện
"Randomly missing enemies attack (in %, 0% = never, 100% = always) such as evade ability in other games.","Randomly missing enemies attack (in %, 0% = never, 100% = always) such as evade ability in other games.","随机闪避敌人的攻击(以%表示, 0% = 不闪避, 100% = 全闪避)，类似其他游戏中的闪避率。","隨機閃避敵人的攻擊(以%表示, 0% = 不閃避, 100% = 全閃避)，類似其他遊戲中的閃避率。","Случайные промахи атак противников (в процентах, 0% = никогда, 100% = всегда), как способность уклонения от атак в других играх.","Secara acak menghindari serangan musuh (dalam %, 0% = tak kena, 100% = selalu kena)","Ngẫu nhiên làm trượt các đòn tất công của kẻ địch (theo %, 0% = không xảy ra, 100% = xảy ra thường xuyên) điều này giống như khả năng Né ở các game khác."
Randomize multiplier between min and max multiplier.,Randomize multiplier between min and max multiplier.,随机倍攻击，范围在倍攻最小值和最大值之间随机。,隨機倍攻擊，範圍在倍攻最小值和最大值之間隨機。,Варьировать множитель между минимальным и максимальным значениями.,Secara acak mengubah nilai pengganda antara mininum dan maksimum.,Ngẫu nhiên nhân lên giữa số lần nhân min và max lên.
"Quickly switch accounts on launch
to use this, first export the account then add the following arguemnet to a shortcut or a command line
-account ""Account Name"".
You can also switch the region with -region ""Region Name""
Availabe regions are ""usa"", ""eu"", ""asia"", ""thm"".","Quickly switch accounts on launch
to use this, first export the account then add the following arguemnet to a shortcut or a command line
-account ""Account Name"".
You can also switch the region with -region ""Region Name""
Availabe regions are ""usa"", ""eu"", ""asia"", ""thm"".","在启动时快速切换账户。
要使用这个方法，首先导出账户，然后在快捷方式或命令行中添加以下参数:
 -account ""账号名称""。
你也可以用以下方法切换区域:
 -region ""区域名""。
可供选择的地区有：""usa"", ""eu"", ""asia"", ""thm""。","在啟動時快速切換賬戶。
要使用這個方法，首先導出賬戶，然後在快捷方式或命令行中添加以下參數:
 -account ""帳號名稱""。
你也可以用以下方法切換區域:
 -region ""區域名""。
可供選擇的地區有：""usa"", ""eu"", ""asia"", ""thm""。","Быстро переключайтесь между аккаунтами перед запуском игры.
Чтобы использовать эту функцию, для начала укажите любое название к аккаунту, экспортируйте аккаунт, после чего добавьте к ярлыку чита аргумент:
-account ""Название к аккаунту"".
Также вы можете указать и регион, который будет выбираться по умолчанию -region ""Аббревиатура региона""
Аббревиатуры регионов: ""usa"" (America), ""eu"" (Europe), ""asia"" (Asia), ""thm"" (TW, HK, MO).","Secara cepat mengganti akun saat mulai
untuk menggunakan ini, pertama ekspor akunnya lalu tambahkan argumen berikut ke shortcut atau perintah cmd
-account ""Nama Akun"".
Kamu juga bisa mengganti region dengan -region ""Nama Region""
Region yang tersedia ""usa"", ""eu"", ""asia"", ""thm"".","Chuyển đổi các tài khoản nhanh chóng tại màn hình chờ khi sử dụng thứ này, hãy export tài khoản trước rồi thêm theo arguement để làm ngắn dòng lệnh. -account ""Tên Tài Khoản"". Bạn cũng có thể thay đổi server với lệnh -region ""Tên server"" Những server khả dụng sẽ là ""usa"", ""eu"", ""asia"", ""thm""."
Instantly destroys non-living objects within range.,Instantly destroys non-living objects within range.,自动摧毁范围内的 非生物 物体。,自動摧毀範圍內的 非生物 物體。,Моментально разрушает не живые объекты на определённом расстоянии.,Secara instan menghancurkan benda mati dalam jarak tertentu.,Phá hủy các vật thể không có sự sống ngay lập tức trong phạm vi.
Current select: %s,Current select: %s,当前选择: %s,當前選擇: %s," Выбрано: %s",Sedang dipilih: %s,Lựa chọn hiện tại: %s
Seelie,Seelie,仙灵,仙靈,Фея,Seelie,Tinh linh gió
Seelie Court,Seelie Court,仙灵座,仙靈座,Лампа для фей,Seelie Court,Trụ tinh linh
Auto Electro seelie,Auto Electro seelie,自动雷灵,自動雷靈,Автоматическое сопровождение электро-фей,Seelie electro otomatis,Tự động tương tác lôi tiên linh
Seelie Lamp,Seelie Lamp,仙灵座,仙靈座,Лампа для фей,Seelie Lamp,Đèn tinh linh
Auto Seelie,Auto Seelie,自动仙灵,自動仙靈,Автоматическое сопровождение фей,Seelie Otomatis,Tự động tương tác tiên linh
Refresh,Refresh,刷新,刷新,Обновить,Segarkan,Refresh
Complete nearest point,Complete nearest point,完成附近点位,完成附近點位,Закрыть ближайшую точку,Selesaikan poin terdekat,Hoàn thành điểm gần nhất
Complete progress,Complete progress,完成所有进度,完成所有進度,Завершить прогресс,Selesaikan progres,Tiến độ hoàn thành
Worship!,Worship!,供奉,供奉,Worship!,Sembah!,Hiến tế!
Hide Character machine effects.,Hide Character machine effects.,隐藏角色,隱藏角色,Спрятать машинальные эффекты персонажей.,Sembunyikan efek mesin karakter.,Ẩn hiệu ứng máy của Nhân vật.
Hide game window from screenshot.,Hide game window from screenshot.,从屏幕截图中隐藏游戏窗口,從螢幕截圖中隱藏遊戲視窗,Hide game window from screenshot.,Sembunyikan jendela game dari Screenshot.,Ẩn cửa sổ trò chơi khỏi ảnh chụp màn hình.
Hide completed puzzles,Hide completed puzzles,隐藏已完成的解谜,隱藏已完成的解謎,Убрать выполненные головоломки,Sembunyikan puzzle yang telah selesai,Ẩn các giải đố đã hoàn thành
"Hide completed puzzles (Elemental monuments, Bloatty Floatty, Electro Seelie)","Hide completed puzzles (Elemental monuments, Bloatty Floatty, Electro Seelie)",隐藏已完成的解谜(元素方碑、蓬蓬果、雷灵)。,隱藏已完成的解謎(元素方碑、蓬蓬果、雷靈)。,"Не показывать в ESP выполненные головоломки (испытания на время, феи, порхающие помидорки и т.д.)","Sembunyikan puzzle yang telah selesai. (Elemental monuments, Bloatty Floatty, Electro Seelie)","Ẩn các giải đố đã hoàn thành (Bia Nguyên Tố, Quả Bồng Bồng, Lôi Linh)"
Hide UI,Hide UI,隐藏界面,隱藏界面,Убрать UI,Sembunyikan UI,Ẩn giao diện người dùng
"Hide in-game UI.
When you switch to another scene (e.g. into Domains), turn off and re-enable this feature","Hide in-game UI.
When you switch to another scene (e.g. into Domains), turn off and re-enable this feature","隐藏游戏界面。
当你切换场景的时候(如进入秘境)，需关闭该功能然后重新开启。","隱藏遊戲界面。
當你切換場景的時候(如進入秘境)，需關閉該功能然後重新開啟。","Убирает графический интерфейс (UI / HUD).
Когда вы переключаетесь на другую сцену (например, заходите в подземелье) - выключите и включите эту функцию.","Sembunyikan UI dalam game.
Ketika kamu berpindah ke scene lain (contoh Domain), tinggal mati-hidupkan saja fiturnya","Ẩn giao diện người dùng trong trò chơi.
Khi bạn chuyển sang cảnh khác (ví dụ: vào Bí Cảnh), hãy tắt và bật lại tính năng này"
All,All,所有,所有,Все,Semua,Tất cả
"Everything beside Animals and Drop Items (Plants, Books, etc).","Everything beside Animals and Drop Items (Plants, Books, etc).",除了动物和掉落物品(植物、书籍等)之外的所有东西。,除了動物和掉落物品(植物、書籍等)之外的所有東西。,"Всё, кроме животных и собираемых предметов (растений, книг, и т.д).","Semua hal selain Hewan dan Drop Item (Tumbuhan, Buku, dll)","Mọi thứ bên cạnh Động vật và Vật phẩm rơi ra (Thực vật, Sách, v.v.)."
All: %f,All: %f,全部: %f,全部: %f,Все: %f,Semua: %f,Tất cả: %f
Weapon,Weapon,武器,武器,Оружие,Senjata,Vũ khí
Look Sensitivity,Look Sensitivity,视角灵敏度,視角靈敏度,Чувствительность камеры,Sensitivitas,Độ nhạy khi nhìn
Friendly Fire,Friendly Fire,攻击队友,攻擊隊友,Атаковать других игроков,Serang Teman,Ngọn lửa thân thiện xD
FriendlyFire,FriendlyFire,攻击队友,攻擊隊友,Атаковать других игроков,Serang Teman,Ngọn lửa thân thiện xD
"Attack your teammates. After enabled, please click the InitObj button.","Attack your teammates. After enabled, please click the InitObj button.",攻击你的队友。启用后请点击初始化按钮。,攻擊你的隊友。啟用後請點擊初始化按鈕。,"Позволяет атаковать других игроков. Нажмите на кнопку InitObj после того, как вы включили данную функцию.","Serang temanmu. Setelah diaktifkan, klik tombol InitObj.","Tấn công đồng đội của bạn. Sau khi kích hoạt, vui lòng nhấp vào nút InitObj."
Rapid Fire:,Rapid Fire:,多重攻击,多重攻擊,Rapid Fire:,Serangan Beruntun:,Rapid Fire
Attacks per Tree,Attacks per Tree,每颗树攻击次数,每顆樹攻擊次數,Количество атак на дерево,Serangan per Pohon,Tấn công mỗi cây
"Use AFK Attack.
detect the monster in the radius.
And Teleports there to kill them
It may be more dangerous than normal KillAura.
We added AutoTeleport function for its.
We recommend no less than 5 seconds teleport delay.
This is an unrealistic module. Monsters cannot reach a certain density.","Use AFK Attack.
detect the monster in the radius.
And Teleports there to kill them
It may be more dangerous than normal KillAura.
We added AutoTeleport function for its.
We recommend no less than 5 seconds teleport delay.
This is an unrealistic module. Monsters cannot reach a certain density.","使用AFK攻击。
检测范围内的怪物。
然后传送到那里杀死他们
它可能比普通的杀戮光环更危险。
我们为其添加了自动传送功能。
我们建议传送延迟不少于 5 秒。
这是一个不切实际的模块。怪物无法达到一定密度。","使用AFK攻擊。
檢測範圍內的怪物。
然後傳送到那裡殺死他們
它可能比普通的殺戮光環更危險。
我們為其添加了自動傳送功能。
我們建議傳送延遲不少於 5 秒。
這是一個不切實際的模塊。怪物無法達到一定密度。","Use AFK Attack.
detect the monster in the radius.
And Teleports there to kill them
It may be more dangerous than normal KillAura.
We added AutoTeleport function for its.
We recommend no less than 5 seconds teleport delay.
This is an unrealistic module. Monsters cannot reach a certain density.","Serangan saat AFK.
Mendeteksi monster dalam radius.
Dan melakukan Teleportasi ke sana untuk membunuh mereka
Mungkin ini lebih beresiko dibanding Aura Membunuh.
Kami menambahkan fitur Teleportasi Otomatis untuk ini.
Direkomendasikan menggunakan delay minimum 5 detik.
Fitur ini tidak logis. Monster tak bisa dijangkau dalam waktu secepat itu.","Dùng AFK Attack.
phát hiện quái vật trong bán kính
Và dịch chuyển đến đó để tiêu diệt nó
Nó có thể sẽ nguy hiểm hơn KillAura bình thường.
Chúng tôi đã thêm AutoTeleport cho chức năng này
Chúng tôi khuyến nghị không nhiều hơn 5s delay.
Đây là 1 mô-đun không thực tế. Những quái vật không thể với tới tỉ trọng chính xác"
